TimeCreated,Id,LevelDisplayName,ProviderName,Message
"2026-06-02 08:56:29","19","信息","Microsoft-Windows-WindowsUpdateClient","安装成功: Windows 成功安装了下列更新: Microsoft Defender Antivirus 的安全智能更新 - KB2267602（版本 1.451.221.0）- 当前频道（广泛）"
"2026-06-02 08:56:17","43","信息","Microsoft-Windows-WindowsUpdateClient","安装已启动: Windows 已开始安装以下更新: Microsoft Defender Antivirus 的安全智能更新 - KB2267602（版本 1.451.221.0）- 当前频道（广泛）"
"2026-06-02 08:55:33","44","信息","Microsoft-Windows-WindowsUpdateClient","Windows 更新已开始下载更新。"
"2026-06-02 08:53:38","4","信息","Virtual Disk Service","服务停止。"
"2026-06-02 08:50:18","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-06-02 08:50:18","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-06-02 08:47:33","16","信息","Microsoft-Windows-Kernel-General","已经清除配置单元 \??\C:\Users\葛容卓\AppData\Local\Packages\Microsoft.WindowsAlarms_8wekyb3d8bbwe\SystemAppData\Helium\UserClasses.dat 中的访问历史记录，更新 1 个项并创建 1 个已修改的页面。"
"2026-06-02 08:47:33","16","信息","Microsoft-Windows-Kernel-General","已经清除配置单元 \??\C:\Users\葛容卓\AppData\Local\Packages\Microsoft.WindowsAlarms_8wekyb3d8bbwe\SystemAppData\Helium\User.dat 中的访问历史记录，更新 6 个项并创建 1 个已修改的页面。"
"2026-06-02 08:47:13","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-06-02 08:47:13","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-06-02 08:46:53","10016","警告","Microsoft-Windows-DistributedCOM","应用程序-特定 权限设置并未向在应用程序容器 不可用 SID (不可用)中运行的地址 LocalHost (使用 LRPC) 中的用户 INSPIRON7610\葛容卓 SID (S-1-5-21-1774715358-1257858206-961493439-1001)授予针对 CLSID 为   {2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}  、APPID 为   {15C20B67-12E7-4BB6-92BB-7AFF07997402}   的 COM 服务器应用程序的 本地 激活 权限。此安全权限可以使用组件服务管理工具进行修改。"
"2026-06-02 08:46:40","36884","错误","Schannel","从远程服务器上收到的证书不包含一个预期的名称。因此我们不能确定是否连接到了正确的服务器。预期的服务器名称为 datapipeline.logitech.io。TLS 连接请求失败。附带的数据包含服务器证书。  SSPI 客户端进程为 logioptionsplus_agent (PID: 30248)。"
"2026-06-02 08:46:37","7011","错误","Service Control Manager","等待来自 123SyncCloud Maintenance Service 服务的事务处理响应超时(60000 毫秒)。"
"2026-06-02 08:46:24","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-06-02 08:46:24","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-06-02 08:46:21","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-06-02 08:46:21","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-06-02 08:46:09","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-06-02 08:46:09","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-06-02 08:46:03","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-06-02 08:46:03","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-06-02 08:45:41","16","信息","Microsoft-Windows-Kernel-General","已经清除配置单元 \??\C:\WINDOWS\System32\SMI\Store\Machine\schema.dat 中的访问历史记录，更新 1 个项并创建 1 个已修改的页面。"
"2026-06-02 08:45:41","16","信息","Microsoft-Windows-Kernel-General","已经清除配置单元 \??\C:\WINDOWS\System32\config\COMPONENTS 中的访问历史记录，更新 60 个项并创建 16 个已修改的页面。"
"2026-06-02 08:45:37","7011","错误","Service Control Manager","等待来自 123SyncCloud Maintenance Service 服务的事务处理响应超时(60000 毫秒)。"
"2026-06-02 08:45:37","36884","错误","Schannel","从远程服务器上收到的证书不包含一个预期的名称。因此我们不能确定是否连接到了正确的服务器。预期的服务器名称为 gx-target-experiments-frontend-api.gx.nvidia.cn。TLS 连接请求失败。附带的数据包含服务器证书。  SSPI 客户端进程为 nvcontainer (PID: 95868)。"
"2026-06-02 08:45:33","36884","错误","Schannel","从远程服务器上收到的证书不包含一个预期的名称。因此我们不能确定是否连接到了正确的服务器。预期的服务器名称为 ngx.download.nvidia.com。TLS 连接请求失败。附带的数据包含服务器证书。  SSPI 客户端进程为 nvngx_update (PID: 24564)。"
"2026-06-02 08:45:27","36884","错误","Schannel","从远程服务器上收到的证书不包含一个预期的名称。因此我们不能确定是否连接到了正确的服务器。预期的服务器名称为 ngx.download.nvidia.com。TLS 连接请求失败。附带的数据包含服务器证书。  SSPI 客户端进程为 nvngx_update (PID: 16584)。"
"2026-06-02 08:45:27","36884","错误","Schannel","从远程服务器上收到的证书不包含一个预期的名称。因此我们不能确定是否连接到了正确的服务器。预期的服务器名称为 ngx.download.nvidia.com。TLS 连接请求失败。附带的数据包含服务器证书。  SSPI 客户端进程为 nvngx_update (PID: 58600)。"
"2026-06-02 08:45:26","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-06-02 08:45:26","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-06-02 08:44:54","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-06-02 08:44:54","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-06-02 08:44:43","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-06-02 08:44:43","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-06-02 08:44:42","9007","信息","nhi","The driver entered RTD3.   All the connected devices will be removed from driver's internal state, so it is expected that DeviceDisconnected events will happen."
"2026-06-02 08:44:41","1038","信息","Microsoft-Windows-TPM-WMI","预证明运行状况检查确认设备应通过证明。   有关所做检查的详细信息，请参阅 C:\WINDOWS\Logs\MeasuredBoot\0000001075-0000000001.json。"
"2026-06-02 08:44:41","1041","信息","Microsoft-Windows-TPM-WMI","预证明运行状况检查详细信息: { Version :1, HealthStatus : Attestable , Required :[{ Field : TpmPresent , Value :true, DesiredValue :true},{ Field : TpmMeetsMinimumVersion , Value :true, DesiredValue :true},{ Field : TpmIsResponsive , Value :true, DesiredValue :true},{ Field : EkCertIsAvailable , Value :true, DesiredValue :true},{ Field : TcgLogFound , Value :true, DesiredValue :true}], Expected :[{ Field : PcrsMatchTcgLog , Value :true, DesiredValue :true}], Informational :[{ Field : SecureBootEnabled , ValueFr [已截断]"
"2026-06-02 08:44:40","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-06-02 08:44:40","0","警告","hcmon","Detected unrecognized USB driver (\Driver\hrdevmon)."
"2026-06-02 08:44:38","10016","警告","Microsoft-Windows-DistributedCOM","应用程序-特定 权限设置并未向在应用程序容器 不可用 SID (不可用)中运行的地址 LocalHost (使用 LRPC) 中的用户 NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19)授予针对 CLSID 为   {6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}  、APPID 为   {4839DDB7-58C2-48F5-8283-E1D1807D0D7D}   的 COM 服务器应用程序的 本地 激活 权限。此安全权限可以使用组件服务管理工具进行修改。"
"2026-06-02 08:44:38","10016","警告","Microsoft-Windows-DistributedCOM","应用程序-特定 权限设置并未向在应用程序容器 不可用 SID (不可用)中运行的地址 LocalHost (使用 LRPC) 中的用户 NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19)授予针对 CLSID 为   {6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}  、APPID 为   {4839DDB7-58C2-48F5-8283-E1D1807D0D7D}   的 COM 服务器应用程序的 本地 激活 权限。此安全权限可以使用组件服务管理工具进行修改。"
"2026-06-02 08:44:38","10016","警告","Microsoft-Windows-DistributedCOM","应用程序-特定 权限设置并未向在应用程序容器 不可用 SID (不可用)中运行的地址 LocalHost (使用 LRPC) 中的用户 NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19)授予针对 CLSID 为   {6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}  、APPID 为   {4839DDB7-58C2-48F5-8283-E1D1807D0D7D}   的 COM 服务器应用程序的 本地 激活 权限。此安全权限可以使用组件服务管理工具进行修改。"
"2026-06-02 08:44:38","10016","警告","Microsoft-Windows-DistributedCOM","应用程序-特定 权限设置并未向在应用程序容器 不可用 SID (不可用)中运行的地址 LocalHost (使用 LRPC) 中的用户 NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19)授予针对 CLSID 为   {6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}  、APPID 为   {4839DDB7-58C2-48F5-8283-E1D1807D0D7D}   的 COM 服务器应用程序的 本地 激活 权限。此安全权限可以使用组件服务管理工具进行修改。"
"2026-06-02 08:44:38","18","信息","BTHUSB","Windows 无法在本地适配器上存储蓝牙身份验证代码(链接密钥)。启动时，蓝牙键盘可能无法在系统 BIOS 中工作。"
"2026-06-02 08:44:38","1","信息","Microsoft-Windows-Power-Troubleshooter","系统已从低功耗状态中恢复。    睡眠时间:  ‎2026‎-‎06‎-‎01T10:06:10.648711100Z  唤醒时间: ‎2026‎-‎06‎-‎02T00:44:37.097474300Z    唤醒源: Unknown"
"2026-06-02 08:44:37","7001","信息","Microsoft-Windows-Winlogon","客户体验改善计划的用户登录通知"
"2026-06-02 08:44:37","3","信息","Virtual Disk Service","服务开始。"
"2026-06-02 08:44:37","267","信息","Win32k","触摸/触摸板硬件质量保证验证已成功。"
"2026-06-02 08:44:37","701","警告","Win32k","电源管理器未请求阻止所有输入(INPUT_SUPPRESS_REQUEST=0)"
"2026-06-02 08:44:37","134","警告","Microsoft-Windows-Time-Service","NtpClient 无法将手动对等机设置为用作时间源，因为“time.windows.com,0x9”上出现 DNS 解析错误。NtpClient 将在 15 分钟后重试，此后重试间隔增加一倍。错误为: 不知道这样的主机。 (0x80072AF9)"
"2026-06-02 08:44:37","701","警告","Win32k","电源管理器未请求阻止所有输入(INPUT_SUPPRESS_REQUEST=0)"
"2026-06-02 08:44:37","566","信息","Microsoft-Windows-Kernel-Power","系统会话已从2转换为 4.    原因 WinRT     BootId： 65"
"2026-06-02 08:44:37","507","信息","Microsoft-Windows-Kernel-Power","系统正在退出新型待机状态     原因: Resume from Hibernate。"
"2026-06-02 08:44:37","506","信息","Microsoft-Windows-Kernel-Power","系统正在进入新型待机状态     原因: Sleep, Hibernate, or Shutdown。"
"2026-06-02 08:44:37","566","信息","Microsoft-Windows-Kernel-Power","系统会话已从1转换为 2.    原因 SxTransition     BootId： 65"
"2026-06-02 08:44:37","247","信息","Microsoft-Windows-Kernel-Boot","无法加载 Pluton-Windows 固件。StatusCode： STATUS_SUCCESS，Reason： Failed to apply firmware."
"2026-06-02 08:44:37","27","信息","Microsoft-Windows-Kernel-Boot","引导类型为 0x1。"
"2026-06-02 08:44:37","25","信息","Microsoft-Windows-Kernel-Boot","引导菜单策略为 0x1。"
"2026-06-02 08:44:37","32","信息","Microsoft-Windows-Kernel-Boot","bootmgr 花费了 0 毫秒等待用户输入。"
"2026-06-02 08:44:37","18","信息","Microsoft-Windows-Kernel-Boot","此系统有 0x2 个引导选项。"
"2026-06-02 08:44:37","30","信息","Microsoft-Windows-Kernel-Boot","固件报告了启动指标。"
"2026-06-02 08:44:36","7021","信息","Netwtw10","7021 - Connection telemetry fields and analysis usage"
"2026-06-02 08:44:36","10317","错误","Microsoft-Windows-NDIS","微型端口 Microsoft Wi-Fi Direct Virtual Adapter #2、{0ee7fe1c-b436-4739-8c09-ba044b05f873} 包含事件 Fatal error: The miniport has failed a power transition to operational power"
"2026-06-02 08:44:36","28","信息","Intel-SST-OED","Loaded DSP FW library: Libs\dsp_lib_whm_tgl_release.bin, status = STATUS_SUCCESS."
"2026-06-02 08:44:36","2","信息","WiManH","<无消息内容>"
"2026-06-02 08:44:36","28","信息","Intel-SST-OED","Loaded DSP FW library: Libs\dsp_lib_intel_wov_tgl_release.bin, status = STATUS_SUCCESS."
"2026-06-02 08:44:36","7023","信息","Netwtw10","7023 - secure boot debug logging Quasar"
"2026-06-02 08:44:35","700","警告","Win32k","电源管理器请求阻止所有输入(INPUT_SUPPRESS_REQUEST=1)"
"2026-06-02 08:44:35","700","警告","Win32k","电源管理器请求阻止所有输入(INPUT_SUPPRESS_REQUEST=1)"
"2026-06-02 08:44:35","7025","信息","Netwtw10","7025 - Dump after return from D3 before cmd "
"2026-06-02 08:44:35","1","信息","Microsoft-Windows-Kernel-General","系统时间已从 ‎2026‎-‎06‎-‎01T10:06:17.656596800Z.  时间增量更改为 ‎2026‎-‎06‎-‎02T00:44:35.500000000Z： 52697843 ms    更改原因： System time synchronized with the hardware clock.  进程： '' (PID 4).    RTC 时间： ‎2026‎-‎06‎-‎02T08:44:35.500000000Z  当前时区偏差 -480  RTC 时间以 UTC： false  系统时间基于 RTC 时间： false"
